locusId,sysName,desc,Time 0,No phage 16 hours,No phage 24 hours,No phage 36 hours,,,phyto11 MOI 10 16 hours,phyto11 MOI 10 24 hours,phyto11 MOI 10 36 hours,phyto11 MOI 1 16 hours,phyto11 MOI 1 24 hours,phyto11 MOI 1 36 hours,phyto11 MOI 0.1 16 hours,phyto11 MOI 0.1 24 hours,phyto11 MOI 0.1 36 hours,,phyto5 MOI 10 16 hours,phyto5 MOI 10 24 hours,phyto5 MOI 10 36 hours,phyto5 MOI 1 16 hours,phyto5 MOI 1 24 hours,phyto5 MOI 1 36 hours,phyto5 MOI 0.1 16 hours,phyto5 MOI 0.1 24 hours,phyto5 MOI 0.1 36 hours,,phyto7 MOI 10 16 hours,phyto7 MOI 10 24 hours,phyto7 MOI 10 36 hours,phyto7 MOI 1 16 hours,phyto7 MOI 1 24 hours,phyto7 MOI 1 36 hours,phyto7 MOI 0.1 16 hours,phyto7 MOI 0.1 24 hours,phyto7 MOI 0.1 36 hours,,phyto8 MOI 10 16 hours,phyto7 MOI 10 24 hours,phyto7 MOI 10 36 hours,phyto7 MOI 1 16 hours,phyto7 MOI 1 24 hours,phyto7 MOI 1 36 hours,phyto7 MOI 0.1 16 hours,phyto7 MOI 0.1 24 hours,phyto7 MOI 0.1 36 hours,,phyto9 MOI 10 16 hours,phyto9 MOI 10 24 hours,phyto9 MOI 10 36 hours,phyto9 MOI 1 16 hours,phyto9 MOI 1 24 hours,phyto9 MOI 1 36 hours,phyto9 MOI 0.1 16 hours,phyto9 MOI 0.1 24 hours,phyto9 MOI 0.1 36 hours,,Phyto1 MOI 10 16 hours,Phyto1 MOI 10 24 hours,Phyto1 MOI 10 36 hours,Phyto1 MOI 1 16 hours,Phyto1 MOI 1 24 hours,Phyto1 MOI 1 36 hours,Phyto1 MOI 0.1 16 hours,Phyto1 MOI 0.1 24 hours,Phyto1 MOI 0.1 36 hours,,Phyto2 MOI 10 16 hours,Phyto2 MOI 10 24 hours,Phyto2 MOI 10 36 hours,Phyto2 MOI 1 16 hours,Phyto2 MOI 1 24 hours,Phyto2 MOI 1 36 hours,Phyto2 MOI 0.1 16 hours,Phyto2 MOI 0.1 24 hours,Phyto2 MOI 0.1 36 hours,,Phyto3 MOI 10 16 hours,Phyto3 MOI 10 24 hours,Phyto3 MOI 10 36 hours,Phyto3 MOI 1 16 hours,Phyto3 MOI 1 24 hours,Phyto3 MOI 1 36 hours,Phyto3 MOI 0.1 16 hours,Phyto3 MOI 0.1 24 hours,Phyto3 MOI 0.1 36 hours,,phyto10 MOI 10 16 hours,phyto10 MOI 10 24 hours,phyto10 MOI 10 36 hours,phyto10 MOI 1 16 hours,phyto10 MOI 1 24 hours,phyto10 MOI 1 36 hours,phyto10 MOI 0.1 16 hours,phyto10 MOI 0.1 24 hours,phyto10 MOI 0.1 36 hours,,Phyto4 MOI 10 16 hours,Phyto4 MOI 10 24 hours,Phyto4 MOI 10 36 hours,Phyto4 MOI 1 16 hours,Phyto4 MOI 1 24 hours,Phyto4 MOI 1 36 hours,Phyto4 MOI 0.1 16 hours,Phyto4 MOI 0.1 24 hours,Phyto4 MOI 0.1 36 hours,,Phyto6 MOI 10 16 hours,Phyto6 MOI 10 24 hours,Phyto6 MOI 10 36 hours,Phyto6 MOI 1 16 hours,Phyto6 MOI 1 24 hours,Phyto6 MOI 1 36 hours,Phyto6 MOI 0.1 16 hours,Phyto6 MOI 0.1 24 hours,Phyto6 MOI 0.1 36 hours
BPHYT_RS16840,BPHYT_RS16840,transketolase,-0.099365416,-0.272606711,0.365566919,0.619935525,,,2.15371892,0.895546855,1.21345621,0.514925555,0.215561354,1.034745062,-0.103285711,-0.101501538,-0.032397733,,1.588874173,1.450598697,2.22793804,3.209044657,1.940993696,2.388848893,3.408975076,0.996163141,2.350142609,,1.653737247,1.324201172,3.264758579,0.264271454,1.002376058,1.01744867,0.419853331,0.421012206,0.648548561,,3.078439465,0.829250314,0.8373403,1.931232564,0.826995854,0.532240904,0.083665457,0.699653103,0.389687095,,0.068061704,1.594550991,2.104041608,0.052121692,0.417357914,0.373263675,0.262775588,0.610343953,0.184083974,,2.49230415,0.569862196,0.906394779,0.408075333,0.1528089,0.188433447,-0.568601035,0.900241565,0.675048922,,4.217523829,1.414042651,2.007847677,2.868117159,1.114672915,0.987884162,0.37850901,0.34180451,0.25783772,,0.030797312,1.410067623,1.475068842,3.68911944,-4.58325E-05,1.291383901,0.429043422,0.480569611,0.001856646,,2.638824277,1.167018812,1.914209832,1.385390172,0.656271942,0.762139315,0.937714591,-0.26122771,1.107734093,,3.057272673,3.126719794,3.238704054,0.73186959,0.580722885,1.297104987,0.100221497,0.272508489,0.591989184,,4.208574929,2.461164217,2.785826892,2.745153908,0.53480133,1.377246111,0.78923132,0.838095724,0.339667237
BPHYT_RS17095,BPHYT_RS17095,proline--tRNA ligase,-0.016866081,1.000775677,1.616946158,1.612413493,,,1.393982744,0.886819434,1.508261612,1.458006545,1.481567431,1.514786055,1.067045428,1.757086813,1.829973016,,3.098983554,2.709005846,3.016442223,3.300528838,2.810489933,3.700744989,2.850986047,2.563598053,3.881681484,,2.79771747,1.950994771,2.899469513,1.828110646,1.580835143,2.049898664,1.412100025,1.419558194,1.543651984,,2.99472632,1.904837246,2.045012646,2.545683829,1.472535727,1.63289254,1.703259201,1.349935902,1.785563072,,0.792002274,1.713514117,2.533852691,0.570161588,1.891277371,1.602448657,0.747715135,1.753201222,1.64102203,,-2.058202294,-3.390511922,-3.719568263,-5.494694225,0.844498391,1.15932978,-4.416570336,1.661083462,1.816284139,,-0.979119314,-1.367961389,0.185734219,-3.793584332,-1.751331423,-1.353403629,-3.173147073,0.857782416,0.842078808,,-1.214632549,-3.43065256,-3.199078848,-2.269703294,-1.700910103,-0.899012807,-5.380303935,1.482252872,1.266736612,,-3.184719016,-3.289700774,-4.763677613,-4.524400708,-0.851373512,-1.4419533,-3.880369396,1.664383305,1.047827116,,-2.792518292,-4.195683067,-3.341662812,-3.500529769,-1.551918997,-2.068491965,-1.160907794,0.38477111,-0.343797908,,-3.505536771,-1.93381907,-1.420397015,-3.931143668,-1.591612926,-1.937850827,-4.790303332,1.036778791,-0.170633992
BPHYT_RS17290,BPHYT_RS17290,porin,-0.005766296,0.124226137,0.286431772,0.422879486,,,0.21095922,0.381806478,0.641630172,-0.020445689,0.319224802,0.359324832,-0.043460528,0.140707894,0.444484181,,0.201601059,0.11972076,0.283600318,-0.033429968,-0.073234963,0.109448705,0.37346231,0.138852837,0.261654993,,0.250505101,0.115222431,0.289532752,0.186953178,0.321053474,0.529180676,0.047846577,0.301071306,0.413977021,,0.229857125,0.260697519,0.46325226,0.331837599,0.402290304,0.345528794,0.182595352,0.289181274,0.519681493,,-0.117307735,0.319663823,0.409211994,-0.046419001,0.169557848,0.306316389,0.070000783,0.382204235,0.395640827,,0.454776109,0.502340621,0.5408578,0.232169551,0.204775207,0.312902895,0.144007817,0.385846927,0.325228169,,0.255601755,0.726982022,0.771856331,0.466864384,0.569739286,0.6627864,0.227835883,0.474728141,0.370982282,,0.151887908,0.737944625,1.075103887,0.583026863,0.441372192,0.603804114,0.343285217,0.256548699,0.45684857,,3.220701338,0.867545104,1.461038819,1.305415371,0.347219624,0.51875012,0.224478497,0.244874743,0.471048553,,3.022498002,2.500859643,2.961993668,1.248497801,0.997988185,1.225946919,0.181033876,0.455041269,0.452338156,,4.659136268,2.013738803,2.896206786,2.931968663,0.924225969,1.219727431,1.120252153,0.460384485,0.553113051
BPHYT_RS17745,BPHYT_RS17745,toluene tolerance family protein,0.018133384,0.081874638,-0.925038025,-1.024133646,,,0.018279066,-0.412003231,-0.648607905,-0.417000827,-0.796501777,-0.857851314,-0.419562014,-0.997317472,-0.732656021,,2.137494095,0.956101401,0.053592447,2.838033281,1.479631713,1.435040439,3.243807443,1.363973715,1.639494742,,-0.689686875,-0.372156139,-1.024519869,-0.281083102,-0.684000052,-0.71369541,0.088540933,-0.770673841,-0.569472181,,0.965123138,-0.460299227,-0.50205882,0.44570108,-0.925251823,-0.749084766,0.507655593,-0.843070548,-1.275038874,,-0.155912415,-0.51080367,-0.740855591,-0.269254014,-0.986570229,-1.274845576,-0.209134215,-0.63259118,-1.212699936,,3.038048054,-0.216603717,-0.593027372,1.068633148,-0.882818754,-1.37946246,0.189553209,-0.991514313,-0.940384685,,5.062158469,1.686400955,1.560386353,3.232159807,-0.289335555,-0.396265626,1.114617929,-0.872194094,-1.026272143,,1.706670238,0.790160369,0.40472645,3.683383242,-0.873248818,-1.057476061,1.084032045,-0.934271104,-0.802348688,,2.631206588,-0.048689667,0.2844927,0.880980483,-1.088310478,-0.8876418,0.07072042,-0.853966925,-0.94365312,,2.779622158,1.388708954,1.475182673,0.601780783,-0.497362152,-0.20592687,-0.268323449,-0.949063119,-0.749741694,,3.357756725,0.798730369,1.068868571,2.387399105,-0.46614263,-0.429951678,0.656776516,-0.481710047,-0.777766288
BPHYT_RS17750,BPHYT_RS17750,VacJ family lipoprotein,0.007548543,0.204329033,0.082468854,0.121101496,,,0.788208993,0.756737959,0.500742683,0.352750806,0.243773319,0.175368176,0.137024535,0.147820876,0.174932894,,-0.249464027,-0.224705738,-0.124368697,-0.049842426,0.025453148,0.108038298,0.803108338,0.902861762,0.848224821,,-0.111716781,0.227427722,0.114994963,0.514586104,0.142285878,0.27990553,0.238206837,0.125217088,0.197243909,,0.205249171,0.310390333,0.490917622,0.501041323,0.182927349,0.193302709,0.328026999,0.154049268,0.125335898,,0.259197067,0.225632008,0.39981082,0.130208175,0.067720147,0.196380182,0.301423,0.137024043,0.065549383,,3.615989659,0.415976317,0.492127084,1.358724523,0.030852649,0.128919422,0.378648699,0.099426452,0.169370768,,3.702412368,2.324249302,3.007778255,2.803679509,0.82101557,1.003278467,0.940167053,0.233900603,0.270139907,,0.120154193,1.648381785,1.864874769,3.546338796,0.487365545,0.500253675,1.274043321,0.181939115,0.157728361,,2.299813185,0.633007008,0.918486135,1.29736667,0.196152095,0.249440811,0.422915775,0.037641245,0.114953373,,2.263228458,1.855922971,2.151021236,1.340360572,0.719500583,0.758295323,0.38874325,0.199491332,0.129990567,,2.601031126,1.403435232,1.945507935,2.281755914,0.630056577,0.80775934,1.059163395,0.267280661,0.18759265
BPHYT_RS17755,BPHYT_RS17755,ABC transporter substrate-binding protein,0.011758882,0.017525516,-0.579441001,-0.825390866,,,0.112400907,-0.023636204,-0.657761406,-0.117118416,-0.320977855,-0.677773537,-0.082149372,-0.283628587,-0.743181218,,1.787983689,1.229843203,0.458560292,2.676839028,1.716472408,1.818702349,2.830707983,1.659431552,1.885337108,,-0.37464907,-0.240919998,-0.689371123,0.097320669,-0.488602845,-1.114408501,-0.752939323,-0.147637079,-0.692749801,,0.461129524,-0.441915648,-0.2899776,0.123784826,-0.530121188,-0.609431533,0.107680877,-0.594263606,-0.950454924,,-0.107998437,-0.371610136,-0.902997023,-0.269324151,-0.638717614,-0.747348711,-0.431412522,-0.523901036,-0.936221407,,2.612277373,-0.10837141,-0.368093766,0.85825147,-0.699026734,-0.650700074,-0.027584687,-0.726992473,-0.510670675,,4.753696144,1.99830891,1.901071322,2.872995364,0.029512962,-0.133489686,0.827913563,-0.334215592,-0.317791571,,1.347296557,1.083529003,0.772694717,3.265311287,-0.459200488,-0.655211511,0.798946514,-0.637913382,-0.591203896,,2.416345663,0.085941818,0.49247372,0.902843355,-0.483744948,-0.489141744,0.013517457,-0.665073749,-0.753805153,,3.057705869,1.81599691,1.862599713,0.683897003,-0.304435374,-0.342382285,-0.007610853,-0.750567675,-0.545801599,,3.242941076,0.891925151,1.161047036,2.282504117,-0.349287484,-0.198392636,0.901300886,-0.570351814,-0.500552561
BPHYT_RS17760,BPHYT_RS17760,ABC transporter permease,0.00581823,-0.119072363,-1.03212905,-1.166779047,,,0.021014434,-0.768774397,-0.810862086,-0.296561522,-1.238322923,-1.122457963,-0.115250716,-1.083875612,-0.93337271,,1.338401299,0.609642099,0.194586627,2.181227484,1.15849681,1.35359158,2.193652672,0.933369045,1.637880864,,-0.145254944,-0.541996728,-0.845525544,0.130253735,-1.033915938,-1.22164687,-0.081279682,-0.936697043,-0.789264355,,0.319760275,-0.73363106,-0.87527187,0.082102906,-1.240114724,-0.996989077,-0.321466723,-0.917410821,-1.143652709,,-0.19114361,-0.68227872,-1.01192068,-0.353438214,-1.205447994,-0.812296398,-0.166638586,-1.148785287,-1.56595954,,2.26040334,-0.444406245,-0.573240434,0.41867243,-0.889660369,-1.248450482,-0.382810802,-0.838104268,-1.110602149,,3.886597234,1.383548801,1.441838257,2.215561504,-0.395552392,-0.298414632,0.279365706,-1.123133578,-0.876851019,,1.264770345,0.618741444,0.499613876,2.561974292,-0.868606183,-1.127676911,0.465647816,-1.05187668,-0.81260642,,2.431579927,-0.257845009,0.247286489,0.573717687,-1.052275915,-0.808854555,-0.350343155,-1.102261082,-1.152776051,,2.232192723,1.138666452,1.196647059,0.880545859,-0.573923412,-0.72880238,-0.007176346,-1.0779853,-0.911517893,,2.91994202,0.663986006,1.078551492,2.272444647,-0.557293202,-0.737855635,0.830186091,-1.094899464,-0.798450008
BPHYT_RS17765,BPHYT_RS17765,toluene ABC transporter ATP-binding protein,0.013358814,-0.177895571,-0.91500251,-1.19992105,,,0.270608521,-0.48561284,-1.020216184,-0.255651844,-0.731311397,-0.760358204,-0.30412593,-0.759921822,-1.089167291,,1.85307916,0.984363096,0.357459588,2.640549082,1.525805548,1.333210528,2.651326381,1.041282643,1.693109674,,-0.399183987,-0.675000237,-0.937474884,-0.228592556,-0.836412693,-1.511944458,0.149004176,-0.596708847,-0.978663414,,0.421898609,-0.487796352,-0.817800242,0.120283678,-0.535482643,-0.93773799,0.236107266,-0.980491623,-1.248713929,,0.113437344,-0.569508613,-1.227141984,0.093054272,-0.940895938,-0.902229374,0.068041055,-0.860521243,-1.285574981,,2.416044306,-0.520414077,-0.457085013,1.013102605,-0.891916508,-0.905722829,-0.070904025,-1.071172991,-0.890791516,,4.871299944,1.53311292,1.482848697,2.964192082,-0.488562754,-0.622007028,0.718954456,-1.090274988,-0.771112184,,1.607937247,0.795759922,0.446764911,3.531118607,-0.882112533,-0.912083392,0.982593156,-0.62839874,-0.868994165,,2.580406672,-0.10959645,0.363392717,0.674089622,-1.097852201,-0.845016258,0.213652958,-1.033340018,-1.088006626,,2.882290836,1.253565433,1.328676856,1.119537267,-0.778840394,-0.744869795,0.290347888,-1.212841014,-0.974758625,,3.463594869,0.731943826,0.950995228,2.270857993,-0.582636021,-0.489821879,0.50933606,-0.965479456,-0.7927614
BPHYT_RS18655,BPHYT_RS18655,3-oxoacyl-ACP synthase,0.014663615,0.435717275,1.504615861,1.819001679,,,2.647391102,2.668922625,3.113981874,1.0614721,1.65412847,2.276943594,0.816466382,1.708521853,2.134526465,,1.87200019,2.04516011,4.1062176,1.838586259,2.315461731,3.661256687,1.214401125,1.358571283,3.712209821,,2.308718469,3.243271881,4.566483864,1.626942919,2.188361245,2.927853573,0.886863331,1.546546748,1.838276765,,2.367000771,2.053086175,2.646365297,1.759289046,1.499743936,2.068157327,0.548821971,1.652320554,2.010170697,,0.851511332,2.51605819,3.188604114,0.710330118,1.749941432,2.410306419,1.03734342,1.549693945,1.760436914,,1.370062643,1.315907771,1.28529644,0.610438665,0.967617469,1.631617196,0.59981596,1.546035143,1.67858678,,0.63159254,1.31796968,2.385780277,1.506958912,1.82092804,2.68421285,0.960264367,1.477257307,1.617659418,,-0.372838238,0.581003884,2.25265388,-0.446533618,1.601150623,1.893820551,0.403959232,1.567926976,1.726676156,,1.870516362,1.603797914,2.085589044,1.759675252,1.612992952,1.832382179,0.660721262,1.606647331,1.827483304,,1.023116492,2.259662886,2.887677731,1.314734211,2.183919466,2.54155319,1.209571678,1.61846816,1.944896747,,0.303883636,2.000592846,3.123656126,1.347916985,1.882894165,2.369422803,0.963031728,1.512485292,1.9013963
BPHYT_RS19565,BPHYT_RS19565,gamma-glutamyl:cysteine ligase,0.001513211,1.337533187,2.940945196,2.925131245,,,0.534822918,2.018791963,2.347683145,0.949035255,2.923349887,2.989117102,0.962677815,3.096335978,3.064198847,,2.458244155,2.740564468,3.974030758,2.487859794,2.732146243,4.002889943,1.715264453,2.332963759,4.086770977,,2.471250644,2.553176592,3.466244624,0.83774412,2.437470301,2.704550273,0.686198247,2.739897918,2.67536694,,2.241962294,1.799263143,2.237974687,2.079310389,2.753015466,2.6632242,2.319274681,2.867880503,3.103333492,,0.786368416,1.618447835,2.365412718,0.931512461,2.764933193,2.658211795,1.092091078,2.919230473,3.008303503,,-0.907229567,2.224367053,1.971243832,-0.654655922,2.721417533,3.004165398,0.668527398,3.194523494,2.969736975,,0.793214081,2.617751928,4.05143018,1.42850216,3.480796897,4.082787905,1.72647087,3.164261825,2.996018485,,-1.378117796,0.934013422,2.005131827,-1.102091451,2.902545699,3.154060602,-0.232804037,3.177393156,3.091083911,,0.237170003,1.729538524,1.469408389,0.791442065,3.071048514,2.919652026,0.876497963,3.192166325,3.198227703,,1.429643243,2.3643879,2.753176844,1.351290996,3.101699805,3.44214254,1.030192885,3.229181945,3.280080067,,0.6496446,2.115180935,3.458306567,0.997257462,2.974748058,3.162930832,1.270651471,3.07673384,3.162447546
BPHYT_RS19570,BPHYT_RS19570,sodium/hydrogen exchanger,-0.002648732,1.384798087,2.940182567,2.964776793,,,0.682352674,2.011395587,2.435305934,0.982276068,2.880443871,3.011771245,0.955165244,3.039441285,3.112072701,,2.410301612,2.620920409,3.867387736,2.427281237,2.663417193,3.791818057,1.720352127,2.087426508,3.872653118,,2.251070402,2.224532678,3.425520397,0.901699507,2.3616507,2.873201899,0.774842162,2.660611988,2.708964613,,2.124701756,1.958331308,2.391086542,2.336999042,2.723757667,2.720250024,2.455367337,2.889956039,3.182815434,,0.911478569,1.656665916,2.511207793,0.819880737,2.762684943,2.759862554,1.113904622,2.8874488,3.009843723,,-0.759668966,2.156879324,1.875377604,-0.775318432,2.765625657,2.972493116,0.699913804,3.227336255,2.993175913,,0.848159664,2.52701716,4.060310785,1.535877808,3.470355082,4.074049142,1.777763162,3.204129548,3.00707273,,-1.215892135,0.670865067,1.909243316,-1.120921153,2.854912713,3.109368481,-0.337162207,3.164541748,3.072952869,,0.278434278,1.619242047,1.34614895,0.911603016,3.023711853,2.896081614,0.841166831,3.186355543,3.213096072,,1.495305126,2.228361447,2.655159977,1.307654919,3.088335967,3.358170398,1.141183246,3.263343285,3.23016805,,0.500241054,2.102103596,3.265364104,1.008094961,2.943365918,3.171673825,1.195750645,3.116002136,3.168475411
BPHYT_RS33215,BPHYT_RS33215,glycosyltransferase,-0.034814232,0.033597112,-0.297178647,0.487030874,,,2.557667483,-0.642861309,1.385695468,-0.233801298,-1.026111494,0.192284337,-0.380116435,-0.61627276,0.614188159,,-1.272420368,-0.579596062,0.316009032,0.564235028,-0.502098816,-0.174210415,0.369140754,-0.609490697,0.508811297,,1.995543601,1.005589863,2.294108947,1.862119109,0.431130365,1.197959899,0.010204273,0.247540544,-0.2095972,,1.932569559,0.516207117,1.177442884,0.845640854,-0.287347712,0.022941286,-0.01641803,-0.14404326,-0.254811637,,1.029518922,0.403613371,1.816655534,0.013588734,-0.263635289,0.321125401,0.970480634,-0.861944849,-0.725674953,,0.886274099,-0.405770465,-0.224203689,-0.622982685,0.620713378,0.014262602,0.045935157,-0.437437094,-0.403520859,,2.533581549,1.517639105,3.327502783,2.214101323,0.114592922,1.181613467,0.044732018,-0.748014756,0.380273526,,0.330253046,-1.095337901,-1.594468221,-1.080249869,-0.560632907,-0.105908134,-1.136826961,-0.641014841,-0.337886435,,2.412249657,-0.108967337,-0.025285963,1.251816689,-0.066840263,0.454993951,1.336820228,-0.225335727,0.618217054,,3.218928014,2.161348255,3.258380211,1.105185861,0.797472006,0.566716311,-0.037151228,-0.219058628,-0.717043753,,4.764628523,1.307099157,2.61300275,3.104723384,0.009953002,0.853881992,2.313165722,0.025249626,-0.22983729
BPHYT_RS33220,BPHYT_RS33220,group 1 glycosyl transferase,-0.006140658,-0.291172815,-0.437001206,-0.45991307,,,1.666707061,0.433704864,0.494019927,-0.210941395,-0.32729694,-0.398798191,-0.275227476,-0.231268524,-1.137113172,,-0.409763394,0.036326213,-0.169847907,0.230853755,-0.072098319,0.181870773,0.167283572,-0.204242979,-0.256510213,,1.476459411,1.378421485,1.799426623,0.666662392,0.493055286,0.286440978,-0.666693025,-0.02148399,-0.195532277,,2.261234577,0.514465338,0.42427108,0.882012833,-0.2293921,-0.405594339,-0.062702839,-0.022229311,-0.508788145,,-0.437845889,0.716635102,1.065089455,-0.61902873,0.07185261,-0.038050091,-0.716178703,-0.668986404,-0.57065061,,0.787812261,-0.653657181,-0.777721013,-0.299968099,-0.32626988,-0.099041538,0.033455986,-0.373079426,-0.329262247,,2.615654783,1.236985842,2.117257854,2.17087065,0.339898688,0.505670766,0.3568649,-0.331176144,-0.453753215,,0.410912162,-1.479106231,-0.912882453,-0.251521651,-0.493628641,-0.562414598,-0.390101606,-0.38427619,-0.515400101,,1.380008888,-0.485057061,-0.384733942,0.334185996,-0.441429798,-0.049497753,-0.074143193,-0.231494891,-0.439527978,,2.36174888,2.019523909,2.399671522,0.695665972,0.084757259,0.211439299,-0.383251211,-0.186606515,-0.170669081,,4.213842368,1.246774643,2.209950692,2.3345949,-0.080694075,0.322282714,0.534302077,-0.416243776,-0.863186151
BPHYT_RS33225,BPHYT_RS33225,NAD-dependent epimerase/dehydratase,-0.000752023,-0.004609939,-0.192180332,-0.156645629,,,0.624821211,-0.604637472,-0.635443298,-0.153056899,-0.260722092,-0.338846293,-0.16484787,0.01752553,-0.189203013,,0.302310506,0.562077097,0.271424215,0.296376424,0.530715969,0.623586997,0.011570341,0.072287118,0.48017672,,-0.126065656,0.024176052,0.212441035,0.142526102,0.247751241,-0.146196795,-0.018280137,-0.090089468,-0.11692321,,0.512255794,0.126501564,0.23218172,0.206834064,0.117552318,-0.28396737,0.016169008,-0.096544254,-0.263684368,,-0.243554815,0.128441074,0.045331936,0.035473667,-0.189385365,-0.207669376,0.047688708,-0.056182347,-0.346662911,,-0.771379209,-2.696210387,-2.369440161,-2.065113708,-0.603274349,-0.587766001,-0.804864408,-0.449290592,-0.186615743,,0.877456124,-0.072417061,0.3125994,0.915122811,-0.308974432,0.088428743,0.298215417,-0.490583768,-0.28726216,,0.249707053,-2.215742502,-2.323476896,-0.393728783,-2.198915449,-1.700845406,-1.688697542,-0.867917824,-0.787183887,,-0.262752982,-1.259204848,-0.929096815,-0.430478953,-0.603458292,-0.42881145,-0.14004475,0.120306474,-0.300943011,,3.111158744,2.350042497,2.766613202,1.205975801,0.671285646,0.654244638,-0.139546174,0.464009518,0.071154862,,4.305011259,1.293051127,2.471495771,2.826573004,0.12564596,0.212093606,0.912633737,-0.29379756,-0.123570506
BPHYT_RS33920,BPHYT_RS33920,type II citrate synthase,-0.007089414,0.725340795,1.97906556,1.675486012,,,2.642847211,3.089909122,2.718953154,1.084930548,2.273919808,1.864769001,0.488156398,2.227830441,1.574115569,,0.325749535,0.762515738,1.140218061,1.110370089,1.21523384,1.587728021,0.187510017,0.899623065,1.061176314,,2.674554664,2.792824428,3.446286096,1.691906653,2.713172075,2.406295723,0.729540531,1.737705697,1.235415386,,3.467175103,2.641213948,2.289324803,2.6269334,2.233999213,1.723944547,1.673033276,1.887787352,1.499270383,,0.864680991,2.630353542,2.755991226,0.352477195,2.374433208,1.704360471,0.677395466,2.075963508,1.61869095,,1.733288385,1.696850781,1.766157609,0.115077929,1.82646862,1.695145379,0.491359055,1.802409146,1.774170975,,1.668666969,2.336797356,4.292133641,0.914687425,2.082258478,2.566763292,0.500017036,1.906615063,1.763909005,,-0.934880793,3.289114719,4.315598001,2.004620261,2.424674956,2.600606461,0.51867092,2.009063218,1.939475316,,1.151736731,1.608886823,1.71277216,1.226833499,2.078857406,1.909351516,0.743413084,1.959725913,1.966194185,,0.422933652,1.947854394,1.938765478,0.668962834,2.127297106,2.279311897,0.578213124,2.237413109,1.938139428,,0.687621283,2.439764483,3.120174138,1.012820952,2.387231398,2.204974585,0.648124757,2.025676985,1.849378663
